"Regra","Antecedente","Consequente","support","confidence","coverage","lift","count"
"{CHARLOTTE BAG SUKI DESIGN,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {RECYCLING BAG RETROSPOT}","{CHARLOTTE BAG SUKI DESIGN,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{RECYCLING BAG RETROSPOT}",0.005,0.5714,0.0088,8.4034,20
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,LUNCH BAG CARS BLUE} => {JUMBO BAG PINK POLKADOT}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,LUNCH BAG CARS BLUE}","{JUMBO BAG PINK POLKADOT}",0.007,0.6364,0.011,8.4008,28
"{JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT} => {JUMBO BAG PINK POLKADOT}","{JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT}","{JUMBO BAG PINK POLKADOT}",0.0053,0.6364,0.0082,8.4008,21
"{ROSES REGENCY TEACUP AND SAUCER,WOODLAND CHARLOTTE BAG} => {PACK OF 72 RETROSPOT CAKE CASES}","{ROSES REGENCY TEACUP AND SAUCER,WOODLAND CHARLOTTE BAG}","{PACK OF 72 RETROSPOT CAKE CASES}",0.0058,0.6216,0.0092,8.4003,23
"{6 RIBBONS RUSTIC CHARM,LUNCH BAG RED RETROSPOT} => {PACK OF 72 RETROSPOT CAKE CASES}","{6 RIBBONS RUSTIC CHARM,LUNCH BAG RED RETROSPOT}","{PACK OF 72 RETROSPOT CAKE CASES}",0.0058,0.6216,0.0092,8.4003,23
"{JUMBO BAG WOODLAND ANIMALS,NATURAL SLATE HEART CHALKBOARD} => {ROSES REGENCY TEACUP AND SAUCER}","{JUMBO BAG WOODLAND ANIMALS,NATURAL SLATE HEART CHALKBOARD}","{ROSES REGENCY TEACUP AND SAUCER}",0.0053,0.525,0.01,8.4,21
"{6 RIBBONS RUSTIC CHARM,ROSES REGENCY TEACUP AND SAUCER,WHITE HANGING HEART T-LIGHT HOLDER} => {NATURAL SLATE HEART CHALKBOARD}","{6 RIBBONS RUSTIC CHARM,ROSES REGENCY TEACUP AND SAUCER,WHITE HANGING HEART T-LIGHT HOLDER}","{NATURAL SLATE HEART CHALKBOARD}",0.005,0.8,0.0062,8.399,20
"{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT VINTAGE CHRISTMAS} => {CHARLOTTE BAG SUKI DESIGN}","{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT VINTAGE CHRISTMAS}","{CHARLOTTE BAG SUKI DESIGN}",0.0053,0.5122,0.0102,8.3966,21
"{JUMBO SHOPPER VINTAGE RED PAISLEY,PAPER CHAIN KIT 50'S CHRISTMAS} => {CHARLOTTE BAG SUKI DESIGN}","{JUMBO SHOPPER VINTAGE RED PAISLEY,PAPER CHAIN KIT 50'S CHRISTMAS}","{CHARLOTTE BAG SUKI DESIGN}",0.0053,0.5122,0.0102,8.3966,21
"{SWEETHEART CERAMIC TRINKET BOX,WOODEN FRAME ANTIQUE WHITE} => {STRAWBERRY CERAMIC TRINKET BOX}","{SWEETHEART CERAMIC TRINKET BOX,WOODEN FRAME ANTIQUE WHITE}","{STRAWBERRY CERAMIC TRINKET BOX}",0.0058,0.8519,0.0068,8.3926,23
"{6 RIBBONS RUSTIC CHARM,SWEETHEART CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {STRAWBERRY CERAMIC TRINKET BOX}","{6 RIBBONS RUSTIC CHARM,SWEETHEART CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{STRAWBERRY CERAMIC TRINKET BOX}",0.0058,0.8519,0.0068,8.3926,23
"{PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {PAPER CHAIN KIT VINTAGE CHRISTMAS}","{PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{PAPER CHAIN KIT VINTAGE CHRISTMAS}",0.0058,0.5476,0.0105,8.3926,23
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,WHITE HANGING HEART T-LIGHT HOLDER} => {72 SWEETHEART FAIRY CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,WHITE HANGING HEART T-LIGHT HOLDER}","{72 SWEETHEART FAIRY CAKE CASES}",0.006,0.6,0.01,8.3916,24
"{60 TEATIME FAIRY CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {72 SWEETHEART FAIRY CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{72 SWEETHEART FAIRY CAKE CASES}",0.0053,0.6,0.0088,8.3916,21
"{CHARLOTTE BAG SUKI DESIGN,ROSES REGENCY TEACUP AND SAUCER} => {RED TOADSTOOL LED NIGHT LIGHT}","{CHARLOTTE BAG SUKI DESIGN,ROSES REGENCY TEACUP AND SAUCER}","{RED TOADSTOOL LED NIGHT LIGHT}",0.0055,0.5789,0.0095,8.3905,22
"{6 RIBBONS RUSTIC CHARM,SWEETHEART CERAMIC TRINKET BOX} => {BATHROOM METAL SIGN}","{6 RIBBONS RUSTIC CHARM,SWEETHEART CERAMIC TRINKET BOX}","{BATHROOM METAL SIGN}",0.0058,0.5349,0.0108,8.3903,23
"{JUMBO BAG STRAWBERRY,PACK OF 60 PINK PAISLEY CAKE CASES} => {PACK OF 72 SKULL CAKE CASES}","{JUMBO BAG STRAWBERRY,PACK OF 60 PINK PAISLEY CAKE CASES}","{PACK OF 72 SKULL CAKE CASES}",0.0065,0.5306,0.0122,8.3891,26
"{CHOCOLATE HOT WATER BOTTLE,PAPER CHAIN KIT 50'S CHRISTMAS} => {HOT WATER BOTTLE TEA AND SYMPATHY}","{CHOCOLATE HOT WATER BOTTLE,PAPER CHAIN KIT 50'S CHRISTMAS}","{HOT WATER BOTTLE TEA AND SYMPATHY}",0.008,0.6038,0.0133,8.3857,32
"{6 RIBBONS RUSTIC CHARM,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{6 RIBBONS RUSTIC CHARM,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0055,0.7857,0.007,8.381,22
"{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,WHITE HANGING HEART T-LIGHT HOLDER} => {ROSES REGENCY TEACUP AND SAUCER}","{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,WHITE HANGING HEART T-LIGHT HOLDER}","{ROSES REGENCY TEACUP AND SAUCER}",0.0055,0.5238,0.0105,8.381,22
"{JUMBO BAG STRAWBERRY,STRAWBERRY CERAMIC TRINKET BOX} => {SWEETHEART CERAMIC TRINKET BOX}","{JUMBO BAG STRAWBERRY,STRAWBERRY CERAMIC TRINKET BOX}","{SWEETHEART CERAMIC TRINKET BOX}",0.0078,0.5741,0.0135,8.3806,31
"{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS} => {CHOCOLATE HOT WATER BOTTLE}","{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS}","{CHOCOLATE HOT WATER BOTTLE}",0.005,0.6452,0.0078,8.3787,20
"{PLEASE ONE PERSON METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX} => {SWEETHEART CERAMIC TRINKET BOX}","{PLEASE ONE PERSON METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX}","{SWEETHEART CERAMIC TRINKET BOX}",0.0088,0.5738,0.0153,8.3762,35
"{HANGING HEART JAR T-LIGHT HOLDER,SWEETHEART CERAMIC TRINKET BOX} => {WOODLAND CHARLOTTE BAG}","{HANGING HEART JAR T-LIGHT HOLDER,SWEETHEART CERAMIC TRINKET BOX}","{WOODLAND CHARLOTTE BAG}",0.006,0.6154,0.0098,8.3726,24
"{6 RIBBONS RUSTIC CHARM,JUMBO BAG STRAWBERRY} => {WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM,JUMBO BAG STRAWBERRY}","{WOODLAND CHARLOTTE BAG}",0.006,0.6154,0.0098,8.3726,24
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER} => {JUMBO BAG PINK POLKADOT}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER}","{JUMBO BAG PINK POLKADOT}",0.0065,0.6341,0.0102,8.3716,26
"{72 SWEETHEART FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 SKULL CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{72 SWEETHEART FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.012,0.8727,0.0138,8.3715,48
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT} => {PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT}","{PACK OF 72 SKULL CAKE CASES}",0.0068,0.5294,0.0127,8.3701,27
"{RECYCLING BAG RETROSPOT,SMALL POPCORN HOLDER} => {JUMBO BAG WOODLAND ANIMALS}","{RECYCLING BAG RETROSPOT,SMALL POPCORN HOLDER}","{JUMBO BAG WOODLAND ANIMALS}",0.006,0.5333,0.0112,8.366,24
"{JUMBO STORAGE BAG SUKI,VINTAGE SNAP CARDS} => {JUMBO BAG WOODLAND ANIMALS}","{JUMBO STORAGE BAG SUKI,VINTAGE SNAP CARDS}","{JUMBO BAG WOODLAND ANIMALS}",0.006,0.5333,0.0112,8.366,24
"{LUNCH BAG SUKI DESIGN,PAPER CHAIN KIT VINTAGE CHRISTMAS} => {PAPER CHAIN KIT 50'S CHRISTMAS}","{LUNCH BAG SUKI DESIGN,PAPER CHAIN KIT VINTAGE CHRISTMAS}","{PAPER CHAIN KIT 50'S CHRISTMAS}",0.0065,0.7027,0.0092,8.3655,26
"{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,ROSES REGENCY TEACUP AND SAUCER} => {6 RIBBONS RUSTIC CHARM}","{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,ROSES REGENCY TEACUP AND SAUCER}","{6 RIBBONS RUSTIC CHARM}",0.005,0.6061,0.0082,8.3595,20
"{RECYCLING BAG RETROSPOT,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {6 RIBBONS RUSTIC CHARM}","{RECYCLING BAG RETROSPOT,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM}",0.005,0.6061,0.0082,8.3595,20
"{HEART OF WICKER SMALL,PAPER CHAIN KIT 50'S CHRISTMAS} => {PAPER CHAIN KIT VINTAGE CHRISTMAS}","{HEART OF WICKER SMALL,PAPER CHAIN KIT 50'S CHRISTMAS}","{PAPER CHAIN KIT VINTAGE CHRISTMAS}",0.006,0.5455,0.011,8.3595,24
"{JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG CARS BLUE} => {JUMBO BAG PINK VINTAGE PAISLEY}","{JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG CARS BLUE}","{JUMBO BAG PINK VINTAGE PAISLEY}",0.0055,0.6875,0.008,8.3587,22
"{PACK OF 72 RETROSPOT CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX} => {CHARLOTTE BAG SUKI DESIGN}","{PACK OF 72 RETROSPOT CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX}","{CHARLOTTE BAG SUKI DESIGN}",0.0065,0.5098,0.0128,8.3574,26
"{60 TEATIME FAIRY CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {6 RIBBONS RUSTIC CHARM}","{60 TEATIME FAIRY CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM}",0.0058,0.6053,0.0095,8.3485,23
"{REGENCY CAKESTAND 3 TIER,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {PACK OF 72 RETROSPOT CAKE CASES}","{REGENCY CAKESTAND 3 TIER,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{PACK OF 72 RETROSPOT CAKE CASES}",0.0053,0.6176,0.0085,8.3466,21
"{JUMBO BAG RED RETROSPOT,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {PACK OF 72 RETROSPOT CAKE CASES}","{JUMBO BAG RED RETROSPOT,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{PACK OF 72 RETROSPOT CAKE CASES}",0.0053,0.6176,0.0085,8.3466,21
"{BATHROOM METAL SIGN,ROSES REGENCY TEACUP AND SAUCER} => {RECYCLING BAG RETROSPOT}","{BATHROOM METAL SIGN,ROSES REGENCY TEACUP AND SAUCER}","{RECYCLING BAG RETROSPOT}",0.0053,0.5676,0.0093,8.3466,21
"{REGENCY CAKESTAND 3 TIER,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {SWEETHEART CERAMIC TRINKET BOX}","{REGENCY CAKESTAND 3 TIER,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{SWEETHEART CERAMIC TRINKET BOX}",0.005,0.5714,0.0088,8.342,20
"{PAPER CHAIN KIT 50'S CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER} => {PAPER CHAIN KIT VINTAGE CHRISTMAS}","{PAPER CHAIN KIT 50'S CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER}","{PAPER CHAIN KIT VINTAGE CHRISTMAS}",0.0107,0.5443,0.0197,8.3418,43
"{72 SWEETHEART FAIRY CAKE CASES,PACK OF 72 SKULL CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX} => {60 TEATIME FAIRY CAKE CASES}","{72 SWEETHEART FAIRY CAKE CASES,PACK OF 72 SKULL CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX}","{60 TEATIME FAIRY CAKE CASES}",0.005,0.8696,0.0058,8.3412,20
"{72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG CARS BLUE,PACK OF 72 SKULL CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG CARS BLUE,PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.005,0.8696,0.0058,8.3412,20
"{72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.005,0.8696,0.0058,8.3412,20
"{72 SWEETHEART FAIRY CAKE CASES,JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI} => {60 TEATIME FAIRY CAKE CASES}","{72 SWEETHEART FAIRY CAKE CASES,JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI}","{60 TEATIME FAIRY CAKE CASES}",0.005,0.8696,0.0058,8.3412,20
"{60 TEATIME FAIRY CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES} => {PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES}","{PACK OF 72 SKULL CAKE CASES}",0.0073,0.5273,0.0138,8.3363,29
"{60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE} => {HOT WATER BOTTLE TEA AND SYMPATHY}","{60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE}","{HOT WATER BOTTLE TEA AND SYMPATHY}",0.0075,0.6,0.0125,8.3333,30
"{CHOCOLATE HOT WATER BOTTLE,HAND OVER THE CHOCOLATE SIGN} => {HOT WATER BOTTLE TEA AND SYMPATHY}","{CHOCOLATE HOT WATER BOTTLE,HAND OVER THE CHOCOLATE SIGN}","{HOT WATER BOTTLE TEA AND SYMPATHY}",0.0053,0.6,0.0088,8.3333,21
"{60 TEATIME FAIRY CAKE CASES,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {RED TOADSTOOL LED NIGHT LIGHT}","{60 TEATIME FAIRY CAKE CASES,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{RED TOADSTOOL LED NIGHT LIGHT}",0.0058,0.575,0.01,8.3333,23
"{RECIPE BOX PANTRY YELLOW DESIGN,RED TOADSTOOL LED NIGHT LIGHT} => {ROSES REGENCY TEACUP AND SAUCER}","{RECIPE BOX PANTRY YELLOW DESIGN,RED TOADSTOOL LED NIGHT LIGHT}","{ROSES REGENCY TEACUP AND SAUCER}",0.0063,0.5208,0.012,8.3333,25
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES} => {LUNCH BAG RED RETROSPOT}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES}","{LUNCH BAG RED RETROSPOT}",0.005,0.7143,0.007,8.3299,20
"{JUMBO SHOPPER VINTAGE RED PAISLEY,ROSES REGENCY TEACUP AND SAUCER} => {RED TOADSTOOL LED NIGHT LIGHT}","{JUMBO SHOPPER VINTAGE RED PAISLEY,ROSES REGENCY TEACUP AND SAUCER}","{RED TOADSTOOL LED NIGHT LIGHT}",0.0068,0.5745,0.0117,8.3256,27
"{60 TEATIME FAIRY CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{PACK OF 72 SKULL CAKE CASES}",0.005,0.5263,0.0095,8.3212,20
"{60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,WOODLAND CHARLOTTE BAG} => {PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,WOODLAND CHARLOTTE BAG}","{PACK OF 72 SKULL CAKE CASES}",0.005,0.5263,0.0095,8.3212,20
"{60 TEATIME FAIRY CAKE CASES,JUMBO BAG RED RETROSPOT,PACK OF 60 PINK PAISLEY CAKE CASES} => {PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,JUMBO BAG RED RETROSPOT,PACK OF 60 PINK PAISLEY CAKE CASES}","{PACK OF 72 SKULL CAKE CASES}",0.005,0.5263,0.0095,8.3212,20
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,LUNCH BAG WOODLAND} => {WOODLAND CHARLOTTE BAG}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,LUNCH BAG WOODLAND}","{WOODLAND CHARLOTTE BAG}",0.0055,0.6111,0.009,8.3144,22
"{JUMBO BAG PINK POLKADOT,JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO BAG PINK POLKADOT,JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG BAROQUE BLACK WHITE}",0.0055,0.7586,0.0073,8.3137,22
"{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG BLACK SKULL.} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG BLACK SKULL.}","{JUMBO BAG BAROQUE BLACK WHITE}",0.0055,0.7586,0.0073,8.3137,22
"{PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 SKULL CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX} => {60 TEATIME FAIRY CAKE CASES}","{PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 SKULL CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX}","{60 TEATIME FAIRY CAKE CASES}",0.0065,0.8667,0.0075,8.3133,26
"{JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,REGENCY CAKESTAND 3 TIER} => {JUMBO BAG STRAWBERRY}","{JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,REGENCY CAKESTAND 3 TIER}","{JUMBO BAG STRAWBERRY}",0.0063,0.7143,0.0088,8.3056,25
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG WOODLAND ANIMALS,WOODLAND CHARLOTTE BAG} => {JUMBO BAG STRAWBERRY}","{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG WOODLAND ANIMALS,WOODLAND CHARLOTTE BAG}","{JUMBO BAG STRAWBERRY}",0.005,0.7143,0.007,8.3056,20
"{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI} => {JUMBO BAG WOODLAND ANIMALS}","{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI}","{JUMBO BAG WOODLAND ANIMALS}",0.009,0.5294,0.017,8.3045,36
"{BATHROOM METAL SIGN,WOODLAND CHARLOTTE BAG} => {JUMBO BAG WOODLAND ANIMALS}","{BATHROOM METAL SIGN,WOODLAND CHARLOTTE BAG}","{JUMBO BAG WOODLAND ANIMALS}",0.0068,0.5294,0.0127,8.3045,27
"{LUNCH BAG SUKI DESIGN,PACK OF 72 SKULL CAKE CASES} => {PACK OF 72 RETROSPOT CAKE CASES}","{LUNCH BAG SUKI DESIGN,PACK OF 72 SKULL CAKE CASES}","{PACK OF 72 RETROSPOT CAKE CASES}",0.0088,0.614,0.0142,8.2978,35
"{6 RIBBONS RUSTIC CHARM,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {PAPER CHAIN KIT 50'S CHRISTMAS}","{6 RIBBONS RUSTIC CHARM,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{PAPER CHAIN KIT 50'S CHRISTMAS}",0.0058,0.697,0.0082,8.2973,23
"{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER} => {CHOCOLATE HOT WATER BOTTLE}","{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER}","{CHOCOLATE HOT WATER BOTTLE}",0.0058,0.6389,0.009,8.2973,23
"{72 SWEETHEART FAIRY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{72 SWEETHEART FAIRY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0053,0.7778,0.0068,8.2963,21
"{HANGING HEART JAR T-LIGHT HOLDER,RECYCLING BAG RETROSPOT} => {WOODLAND CHARLOTTE BAG}","{HANGING HEART JAR T-LIGHT HOLDER,RECYCLING BAG RETROSPOT}","{WOODLAND CHARLOTTE BAG}",0.0063,0.6098,0.0102,8.296,25
"{RED TOADSTOOL LED NIGHT LIGHT,WOODEN PICTURE FRAME WHITE FINISH} => {RECYCLING BAG RETROSPOT}","{RED TOADSTOOL LED NIGHT LIGHT,WOODEN PICTURE FRAME WHITE FINISH}","{RECYCLING BAG RETROSPOT}",0.0055,0.5641,0.0098,8.2956,22
"{JUMBO BAG WOODLAND ANIMALS,PLEASE ONE PERSON METAL SIGN} => {RECYCLING BAG RETROSPOT}","{JUMBO BAG WOODLAND ANIMALS,PLEASE ONE PERSON METAL SIGN}","{RECYCLING BAG RETROSPOT}",0.0055,0.5641,0.0098,8.2956,22
"{JUMBO BAG PINK POLKADOT,LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN} => {LUNCH BAG RED RETROSPOT}","{JUMBO BAG PINK POLKADOT,LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN}","{LUNCH BAG RED RETROSPOT}",0.0068,0.7105,0.0095,8.286,27
"{STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {HANGING HEART ZINC T-LIGHT HOLDER}","{STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{HANGING HEART ZINC T-LIGHT HOLDER}",0.0053,0.5676,0.0093,8.2857,21
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT} => {RED TOADSTOOL LED NIGHT LIGHT}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT}","{RED TOADSTOOL LED NIGHT LIGHT}",0.006,0.5714,0.0105,8.2816,24
"{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,RECIPE BOX PANTRY YELLOW DESIGN} => {RED TOADSTOOL LED NIGHT LIGHT}","{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,RECIPE BOX PANTRY YELLOW DESIGN}","{RED TOADSTOOL LED NIGHT LIGHT}",0.005,0.5714,0.0088,8.2816,20
"{72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT} => {PACK OF 72 SKULL CAKE CASES}","{72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT}","{PACK OF 72 SKULL CAKE CASES}",0.0055,0.5238,0.0105,8.2816,22
"{GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,SWEETHEART CERAMIC TRINKET BOX} => {STRAWBERRY CERAMIC TRINKET BOX}","{GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,SWEETHEART CERAMIC TRINKET BOX}","{STRAWBERRY CERAMIC TRINKET BOX}",0.0053,0.84,0.0063,8.2759,21
"{60 TEATIME FAIRY CAKE CASES,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {6 RIBBONS RUSTIC CHARM}","{60 TEATIME FAIRY CAKE CASES,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM}",0.006,0.6,0.01,8.2759,24
